Chromosome,Start,End,Number of healthy samples with peak (out of 26 total),Overlaps validated VISTA heart enhancer
chr15,51169537,51173593,21,.
chr15,51183348,51193850,16,.
chr15,51227777,51231707,3,.
chr15,51309117,51312999,2,.
chr15,51330747,51337549,2,.
chr15,51343776,51353943,13,.
chr15,51573997,51579193,7,.
chr15,51585451,51587127,2,.
chr15,51628948,51630552,2,.
chr15,51705510,51709401,4,.
chr15,51719857,51728598,10,.
chr15,51729876,51734711,13,.
chr15,51755261,51762396,14,.
chr15,51792892,51795054,4,.
chr15,51839240,51851208,11,.
chr15,51876276,51885346,17,.
chr15,51979568,51984102,25,.
chr15,52005342,52010306,18,.
chr15,52010815,52015597,14,.
chr15,52259412,52263972,17,.
chr15,52318465,52319324,2,.
chr15,52336251,52339621,9,.
chr15,52342990,52350000,8,.
chr15,52360614,52363159,2,.
chr15,52368185,52371740,5,.
chr15,52434324,52441615,3,.
chr15,52444524,52449718,2,.
chr15,52478699,52484788,5,.
chr15,52641392,52644212,10,.
chr15,52667067,52670818,2,.
chr15,52731909,52734586,2,.
chr15,55003421,55005802,13,.
chr15,55220554,55222624,4,.
chr15,55253844,55257258,6,.
chr15,55401625,55406334,5,.
chr15,55822133,55825426,14,.
chr15,55892650,55900763,21,.
chr15,55941070,55944606,2,.
chr15,56038536,56045112,14,.
chr15,56097329,56106800,19,.
chr15,56107544,56109050,2,.
chr15,56735283,56739661,2,.
chr15,56792613,56795792,18,.
chr15,56810608,56818515,11,.
chr15,56830271,56836361,17,.
chr15,56890560,56894043,13,.
chr15,56969891,56973861,3,.
chr15,56984362,56985884,2,.
chr15,57015942,57021960,2,.
chr15,57030520,57032945,3,.
chr15,57145544,57162195,23,.
chr15,57182795,57185540,7,.
chr15,57244657,57246410,2,.
chr15,57311297,57314502,13,.
chr15,57320159,57321700,8,.
chr15,57334605,57340594,24,.
chr15,57380851,57391545,13,.
chr15,57403103,57404678,2,.
chr15,57409552,57419400,6,.
chr15,57426747,57429474,8,.
chr15,57485398,57486918,2,.
chr15,57493253,57513308,20,.
chr15,57520724,57524926,17,.
chr15,57532632,57535772,7,.
chr15,57558620,57573063,25,.
chr15,57640903,57657499,3,.
chr15,57767791,57771938,16,.
chr15,57780986,57785807,23,.
chr15,57788232,57790131,2,.
chr15,57795854,57800303,15,.
chr15,57919285,57926415,26,.
chr15,58145653,58149476,2,.
chr15,58208279,58210528,5,.
chr15,58225328,58232294,24,.
chr15,58238137,58243836,3,.
chr15,58309166,58312720,11,.
chr15,58313757,58315744,2,.
chr15,58436934,58446192,26,.
chr15,58446548,58448919,3,.
chr15,58453368,58462855,26,.
chr15,58474965,58477810,2,.
chr15,58489447,58493500,23,.
chr15,58502193,58511770,4,.
chr15,58519589,58531540,21,yes
chr15,58543437,58555689,21,.
chr15,58567673,58569016,6,.
chr15,58664175,58672316,9,.
chr15,58690279,58697513,6,.
chr15,58728866,58745449,22,.
chr15,58779227,58787548,6,.
chr15,58792907,58794817,2,.
chr15,58923013,58926332,2,.
chr15,59232224,59233281,2,.
chr15,59288980,59302128,19,.
chr15,59312008,59316654,4,.
chr15,59345991,59358245,18,.
chr15,59410073,59411342,2,.
chr15,59490779,59493187,4,.
chr15,60126690,60129281,14,.
chr15,60354920,60365847,25,.
chr15,60379221,60383707,5,.
chr15,60406882,60409117,2,.
chr15,60426533,60428680,4,.
chr15,60524179,60529132,2,.
chr15,60541544,60542607,5,.
chr15,60603870,60607760,24,.
chr15,60611300,60613107,6,.
chr15,60643145,60644812,2,.
chr15,60659117,60663048,9,.
chr15,60711118,60715857,14,.
chr15,60743418,60747650,16,.
chr15,60749346,60756582,24,.
chr15,60757515,60761223,16,.
chr15,60763339,60766504,2,.
chr15,60828965,60832611,2,.
chr15,60915117,60920521,23,.
chr15,60947827,60950053,2,.
chr15,60994217,60996580,6,.
chr15,61031872,61039972,18,.
chr15,61080085,61086400,12,.
chr15,61094610,61098210,5,.
chr15,61100605,61103201,2,.
chr15,61153252,61160673,15,.
chr15,61185963,61189552,3,.
chr15,61204857,61206771,4,.
chr15,61393219,61394738,4,.
chr15,61556908,61560862,12,.
chr15,61659693,61662705,2,.
chr15,61711433,61713273,8,.
chr15,61719259,61721393,5,.
chr15,61972295,61976534,10,.
chr15,62087198,62088469,2,.
chr15,62098244,62099786,4,.
chr15,62107305,62111816,14,.
chr15,62117943,62126270,22,.
chr15,62169512,62178255,25,.
chr15,62187025,62189656,4,.
chr15,62399715,62407239,4,.
chr15,62428874,62446897,15,.
chr15,62447692,62448782,3,.
chr15,62460793,62463664,9,.
chr15,62464959,62479192,26,.
chr15,62481777,62486519,11,.
chr15,62488273,62517599,25,.
chr15,62539469,62552632,23,.
chr15,62567389,62572630,12,.
chr15,62582369,62587585,9,.
chr15,62590957,62594676,5,.
chr15,62622068,62628235,12,.
chr15,62655964,62659454,4,.
chr15,62664356,62666808,4,.
chr15,62683586,62687191,9,.
chr15,62770021,62771943,2,.
chr15,62776949,62786317,22,.
chr15,62796121,62801416,14,.
chr15,62809209,62828905,26,.
chr15,62837596,62846572,19,.
chr15,62872557,62878694,13,.
chr15,62886224,62888968,3,.
chr15,62919069,62924890,25,.
chr15,62926145,62932149,14,.
chr15,62937333,62944035,25,.
chr15,62955117,62961073,23,.
chr15,62972653,62979411,5,.
chr15,62994274,63005172,23,.
chr15,63005632,63007158,4,.
chr15,63012134,63017168,9,.
chr15,63034453,63036671,2,.
chr15,63078009,63096122,21,.
chr15,63148630,63153081,11,.
chr15,63191714,63197653,3,.
chr15,63209572,63223037,18,.
chr15,63229872,63249042,23,.
chr15,63346769,63351797,11,.
chr15,63361684,63362973,2,.
chr15,63363537,63365662,9,.
chr15,63387651,63388596,2,.
chr15,63434467,63438397,14,.
chr15,63448490,63449399,4,.
chr15,63489874,63492795,9,.
chr15,63523021,63524733,2,.
chr15,63609452,63612631,9,.
chr15,63700952,63702468,2,.
chr15,63838720,63844367,22,.
chr15,63853780,63861602,20,.
chr15,63887395,63889922,3,.
chr15,63896274,63897812,2,.
chr15,63905271,63910859,3,.
chr15,63928075,63929661,2,.
chr15,63936167,63954935,22,.
chr15,63963973,64028617,23,.
chr15,64102999,64115294,10,.
chr15,64126872,64128757,3,.
chr15,64143727,64148923,22,.
chr15,64246248,64251296,19,.
chr15,64273474,64277376,9,.
chr15,64397186,64400402,14,.
chr15,64429299,64431197,9,.
chr15,64505598,64509627,8,.
chr15,64519829,64524529,17,.
chr15,64596052,64598422,5,.
chr15,64632735,64637585,18,.
chr15,64679789,64684899,2,.
chr15,64710530,64725123,26,.
chr15,64726794,64757540,20,.
chr15,64800071,64811791,24,.
chr15,64813043,64813686,2,.
chr15,64833605,64838383,23,.
chr15,64848911,64886052,25,.
chr15,64890338,64900436,26,.
chr15,64982792,64986257,13,.
chr15,65053653,65057808,7,.
chr15,65093264,65095983,2,.
chr15,65193674,65196841,2,.
chr15,65233516,65239095,14,.
chr15,65243778,65250771,20,.
chr15,65256850,65259966,3,.
chr15,65275050,65277451,3,.
chr15,65294377,65298916,24,.
chr15,65301974,65307647,26,.
chr15,65311876,65313610,4,.
chr15,65322691,65323208,2,.
chr15,65414464,65416010,3,.
chr15,65524504,65527413,7,.
chr15,65786604,65788431,3,.
chr15,65804335,65805823,2,.
chr15,65828893,65838898,26,.
chr15,65900039,65904508,6,.
chr15,65935775,65941615,19,.
chr15,66086958,66091054,24,.
chr15,66368383,66371467,25,.
chr15,66400323,66408498,16,.
chr15,66416977,66418692,5,.
chr15,66577926,66581153,2,.
chr15,66612845,66624866,23,.
chr15,66628116,66634310,2,.
chr15,66641306,66665512,26,.
chr15,66676282,66684153,23,yes
chr15,66689860,66693865,10,.
chr15,66697669,66699274,2,.
chr15,66729086,66731650,3,.
chr15,66732977,66737363,3,.
chr15,66739790,66780501,26,.
chr15,66800622,66806741,25,.
chr15,66827723,66853641,26,.
chr15,66873922,66886435,25,.
chr15,66898833,66904880,21,.
chr15,66907357,66910357,4,.
chr15,66926252,66933328,18,.
chr15,66934523,66938741,21,.
chr15,66940425,66941949,3,.
chr15,67011565,67015665,21,.
chr15,67023308,67027819,22,.
chr15,67048093,67052224,5,.
chr15,67072347,67075599,2,.
chr15,67079318,67096291,20,.
chr15,67100688,67112697,19,.
chr15,67130521,67136066,4,.
chr15,67140523,67160232,24,.
chr15,67198338,67201194,2,.
chr15,67479130,67481813,7,.
chr15,67568115,67572138,12,.
chr15,67795840,67798123,3,.
chr15,67863244,67864226,5,.
chr15,67878520,67886561,24,.
chr15,67905861,67931713,24,.
chr15,67932817,67938948,10,.
chr15,67940001,67948740,22,.
chr15,67953489,67956555,5,.
chr15,67967498,67968596,5,.
chr15,67971468,67974012,17,.
chr15,68021913,68022856,6,.
chr15,68111178,68120063,16,.
chr15,68121286,68131677,11,.
chr15,68182945,68190610,22,.
chr15,68258759,68260301,5,.
chr15,68297538,68303543,13,.
chr15,68306191,68312344,10,.
chr15,68344998,68355219,16,.
chr15,68370163,68372204,5,.
chr15,68383810,68385564,3,.
chr15,68413414,68422003,2,.
chr15,68478573,68482067,7,.
chr15,68483105,68489879,4,.
chr15,68510223,68513784,12,.
chr15,68515452,68519588,7,.
chr15,68524359,68527710,7,.
chr15,68541146,68544703,20,.
chr15,68588206,68613068,17,.
chr15,68617901,68624747,4,.
chr15,68633064,68645230,6,.
chr15,68650973,68654607,3,.
chr15,68695448,68710662,26,.
chr15,68724086,68736947,25,.
chr15,68754141,68757037,6,.
chr15,68772743,68778927,20,.
chr15,68805010,68810236,2,.
chr15,68998104,69002692,5,.
chr15,69058661,69063040,22,.
chr15,69092725,69094743,2,.
chr15,69127465,69133362,3,.
chr15,69191125,69196484,20,.
chr15,69252298,69253872,2,.
chr15,69287069,69293576,20,.
chr15,69488819,69491843,3,.
chr15,69498825,69501533,16,.
chr15,69548130,69550242,12,.
chr15,69593214,69598262,24,.
chr15,69759828,69762237,3,.
chr15,69792245,69797901,21,.
chr15,69809221,69812637,11,.
chr15,69843704,69844421,2,.
chr15,69929933,69934292,16,.
chr15,70022968,70025080,7,.
chr15,70062221,70063459,3,.
chr15,70088407,70090073,2,.
chr15,70109732,70112429,23,.
chr15,70153367,70158265,9,.
chr15,70160437,70162056,5,.
chr15,70163708,70167686,25,.
chr15,70194670,70196668,5,.
chr15,70265734,70267711,3,.
chr15,70269290,70272243,16,.
chr15,70281213,70282657,2,.
chr15,70376213,70377679,2,.
chr15,70437372,70439879,3,.
chr15,70473609,70479499,10,.
chr15,70569063,70570336,3,.
chr15,70604233,70607031,8,.
chr15,70669171,70670807,5,.
chr15,70710573,70728674,10,.
chr15,70735173,70746071,26,.
chr15,70757018,70760212,2,.
chr15,70768024,70768781,2,.
chr15,70792178,70797741,16,.
chr15,70798320,70804091,19,.
chr15,70805595,70808204,3,.
chr15,70825798,70841628,19,.
chr15,70862013,70871072,21,.
chr15,70940570,70945352,3,.
chr15,70946467,70949253,4,.
chr15,71005843,71016479,18,.
chr15,71051182,71052789,2,.
chr15,71078176,71085291,19,.
chr15,71120739,71163241,12,.
chr15,71165151,71174048,23,.
chr15,71180187,71260568,25,.
chr15,71270859,71285394,15,.
chr15,71287144,71308837,14,.
chr15,71319739,71361702,25,.
chr15,71362334,71367405,5,.
chr15,71372199,71379130,22,.
chr15,71383236,71420455,23,.
chr15,71420476,71426643,5,.
chr15,71431208,71470109,20,.
chr15,71491682,71511381,21,.
chr15,71588975,71603516,22,.
chr15,71607531,71612891,2,.
chr15,71627037,71636000,7,.
chr15,71646526,71656204,4,.
chr15,71672840,71699704,24,.
chr15,71701063,71719185,21,.
chr15,71727881,71732912,4,.
chr15,71755252,71763575,17,.
chr15,71775437,71782265,5,.
chr15,71807733,71809125,2,.
chr15,71812308,71813999,5,.
chr15,71890158,71891932,7,.
chr15,71962000,71964206,3,.
chr15,72138529,72145204,18,.
chr15,72153770,72157853,19,.
chr15,72236545,72238783,6,.
chr15,72365918,72373466,13,.
chr15,72460466,72464667,22,.
chr15,72670671,72671151,9,.
chr15,72902547,72903871,2,.
chr15,72991674,72995391,3,.
chr15,73281615,73284392,6,.
chr15,73344415,73346600,2,.
chr15,73351804,73353708,3,.
chr15,73371640,73380751,19,yes
chr15,73382755,73384643,3,yes
chr15,73386912,73391969,5,.
chr15,73514845,73521594,23,.
chr15,73571765,73578227,14,.
chr15,73591429,73612923,22,.
chr15,73690719,73692468,3,.
chr15,73693502,73698547,5,.
chr15,73712185,73720536,18,.
chr15,73723957,73730486,22,.
chr15,73742839,73743645,2,.
chr15,73746522,73748480,4,.
chr15,73769761,73777670,21,.
chr15,73790215,73805500,26,.
chr15,73808668,73811054,16,.
chr15,73837605,73840141,18,.
chr15,73844696,73846795,4,.
chr15,73868586,73872426,12,.
chr15,73949019,73957829,24,.
chr15,73973162,73973503,2,.
chr15,74003559,74017969,22,.
chr15,74049320,74054646,17,.
chr15,74133842,74139968,20,.
chr15,74155267,74160207,19,.
chr15,74176062,74181874,6,.
chr15,74227628,74229672,3,.
chr15,74238530,74243733,20,.
chr15,74249574,74253489,16,.
chr15,74381802,74386903,18,.
chr15,74416467,74424426,8,.
chr15,74545819,74546882,2,.
chr15,74568742,74571496,2,.
chr15,74636878,74645844,6,.
chr15,74650112,74654741,2,.
chr15,74660463,74666739,21,.
chr15,74709359,74710919,2,.
chr15,74727551,74728354,3,.
chr15,74759938,74765965,13,.
chr15,74770651,74771295,2,.
chr15,74775308,74778782,4,.
chr15,74814686,74818442,8,.
chr15,74830137,74836164,15,.
chr15,74846885,74850860,11,.
chr15,74855808,74871562,11,.
chr15,74928033,74932535,2,.
chr15,74964154,74965818,4,.
chr15,75053108,75059030,16,.
chr15,75060799,75068850,21,.
chr15,75088039,75092283,26,.
chr15,75104343,75105936,5,.
chr15,75123567,75126354,20,.
chr15,75174643,75183952,8,.
chr15,75525999,75548253,26,.
chr15,75567876,75571914,5,.
chr15,75618630,75623185,8,.
chr15,75656035,75682759,23,.
chr15,75690721,75710622,23,.
chr15,75731511,75733183,5,.
chr15,75816099,75818112,6,.
chr15,75836240,75837636,5,.
chr15,76149430,76152199,4,.
chr15,76160887,76164609,11,.
chr15,76168621,76173931,12,.
chr15,76175808,76179174,16,.
chr15,76192860,76201429,24,.
chr15,76206173,76206789,5,.
chr15,76321350,76322292,2,.
chr15,76326386,76328881,8,.
chr15,76367994,76368986,3,.
chr15,76583584,76587941,18,.
chr15,76862972,76871278,12,.
chr15,76871926,76872508,4,.
chr15,76900267,76901572,8,.
chr15,76961136,76962484,2,.
chr15,76970448,76975216,22,.
chr15,76982717,76992333,20,.
chr15,77000215,77005715,7,.
chr15,77037837,77040183,2,.
chr15,77058718,77064785,10,.
chr15,77102945,77111468,16,.
chr15,77125748,77128748,5,.
chr15,77142023,77149467,12,.
chr15,77182369,77196317,23,.
chr15,77222570,77229662,3,.
chr15,77386737,77392303,2,.
chr15,77460359,77468173,2,.
chr15,77469428,77477091,9,.
chr15,77485228,77501848,15,.
chr15,77503331,77518436,25,.
chr15,77526548,77530350,4,.
chr15,77535739,77546746,18,.
chr15,77595254,77600862,13,.
chr15,77604108,77613629,9,.
chr15,77883840,77896939,15,.
chr15,77907928,77911122,13,.
chr15,77942686,77945715,25,.
chr15,77970006,77976397,16,.
chr15,77988172,77997823,23,.
chr15,78006647,78009200,4,.
chr15,78031094,78037890,6,.
chr15,78040382,78052915,10,.
chr15,78170417,78172994,4,.
chr15,78202547,78206149,3,.
chr15,78208838,78211495,6,.
chr15,78214551,78225128,14,.
chr15,78320708,78323942,8,.
chr15,78324387,78326434,3,.
chr15,78368292,78370851,12,.
chr15,78447673,78450742,3,.
chr15,78452136,78463467,22,.
chr15,78537077,78539077,3,.
chr15,78749772,78753065,19,.
chr15,78754294,78763473,10,.
chr15,78775950,78783233,18,.
chr15,78793758,78799535,7,.
chr15,78802979,78805200,3,.
chr15,78858899,78862028,15,.
chr15,78899786,78911174,5,.
chr15,78912495,78918024,5,.
chr15,78987707,78989620,3,.
chr15,79168276,79172515,17,.
chr15,79218347,79220488,3,.
chr15,79264988,79267394,7,.
chr15,79976135,79980312,18,.
chr15,79992817,79994136,10,.
chr15,80092435,80096781,8,.
chr15,80241938,80243804,2,.
chr15,80245400,80247920,2,.
chr15,80286086,80291153,20,.
chr15,80316322,80319354,10,.
chr15,80342810,80344638,5,.
chr15,80375901,80376847,3,.
chr15,80477770,80485198,11,.
chr15,80488109,80492016,5,.
chr15,80501124,80504507,4,.
chr15,80525525,80528607,7,.
chr15,80615636,80617087,4,.
chr15,80775670,80778146,7,.
chr15,80801668,80803325,3,.
chr15,80983330,80987809,10,.
chr15,81009227,81019420,10,.
chr15,81020379,81036031,26,.
chr15,81036091,81042115,20,.
chr15,81067597,81071867,9,.
chr15,81091838,81094645,24,.
chr15,81155516,81158411,2,.
chr15,81163844,81179796,21,.
chr15,81185904,81193685,21,.
chr15,81208034,81217627,5,.
chr15,81219499,81222900,3,.
chr15,81228606,81232625,9,.
chr15,81233887,81239981,4,.
chr15,81272865,81277556,12,.
chr15,81311197,81313718,2,.
chr15,81336613,81340661,16,.
chr15,81362771,81363966,3,.
chr15,81907438,81917054,23,.
chr15,81922661,81926015,12,.
chr15,82039581,82041702,11,.
chr15,82145869,82148882,5,.
chr15,82182455,82185597,6,.
chr15,82190501,82199244,22,.
chr15,82209351,82210735,4,.
chr15,82299470,82302209,19,.
chr15,82530665,82531743,3,.
chr15,82748133,82754588,26,.
chr15,82830614,82833808,5,.
chr15,82854640,82857187,11,.
chr15,82915861,82924707,12,.
chr15,82958274,82960715,4,.
chr15,82963376,82964789,11,.
chr15,82968826,82973581,12,.
chr15,82999972,83000710,2,.
chr15,83077351,83078351,3,.
chr15,83091270,83093505,8,.
chr15,83111236,83115565,9,.
chr15,83744261,83750049,11,.
chr15,83762623,83770118,16,.
chr15,83815097,83817246,2,.
chr15,83838384,83860516,18,.
chr15,83888846,83891932,9,.
chr15,83903279,83906221,2,.
chr15,83982305,83985938,2,.
chr15,83990754,83992281,3,.
chr15,84142954,84143623,2,.
chr15,84144363,84146845,9,.
chr15,84569283,84573941,26,.
chr15,84608057,84611113,15,.
chr15,84615931,84616880,2,.
chr15,84624372,84626875,4,.
chr15,84628955,84642048,25,.
chr15,84700994,84705492,12,.
chr15,84722601,84727561,25,.
chr15,84734247,84736373,4,.
chr15,84784035,84792994,9,.
chr15,84849265,84860587,4,.
chr15,84885965,84887647,9,.
chr15,84902880,84922527,26,.
chr15,84925719,84930183,26,.
chr15,84942369,84951979,17,.
chr15,84972433,84975179,2,.
chr15,84987291,84995388,18,.
chr15,84997574,85011759,24,.
chr15,85012678,85051807,25,.
chr15,85117574,85119006,2,.
chr15,85255146,85257654,5,.
chr15,85295904,85297924,12,.
chr15,85325207,85341823,26,.
chr15,85343358,85371087,23,.
chr15,85392079,85434244,21,.
chr15,85440001,85465455,19,.
chr15,85466517,85538340,22,.
chr15,85561828,85572581,10,.
chr15,85595266,85613313,14,.
chr15,85636614,85644217,2,.
chr15,85647750,85675844,7,.
chr15,85720341,85729565,3,.
chr15,85757809,85760187,3,.
chr15,85769435,85774602,20,.
chr15,85776929,85781217,20,.
chr15,85784680,85787489,19,.
chr15,86163714,86164963,3,.
chr15,86315149,86318652,6,.
chr15,86591225,86594719,4,.
chr15,86624229,86626004,12,.
chr15,86832550,86839507,11,.
chr15,86847410,86856884,20,.
chr15,86862679,86864062,2,.
chr15,86892764,86895421,6,.
chr15,86914123,86920469,16,.
chr15,87476183,87481382,17,.
chr15,87485980,87504634,23,.
chr15,87608349,87611732,14,.
chr15,87617110,87621592,19,.
chr15,87730310,87733294,2,.
chr15,87848995,87853289,19,.
chr15,87942705,87952399,22,.
chr15,87954127,87955612,2,.
chr15,88014329,88016450,6,.
chr15,88237978,88240428,5,.
chr15,88373229,88378348,3,.
chr15,88385451,88397043,7,.
chr15,88399205,88404674,24,.
chr15,88453693,88456504,4,.
chr15,88493461,88501253,21,.
chr15,88524943,88529920,8,.
chr15,88541390,88545332,7,.
chr15,88568658,88576337,20,.
chr15,88658464,88660417,2,.
chr15,88714328,88715280,2,.
chr15,88915354,88920902,14,.
chr15,88928160,88936988,26,.
chr15,88953115,88957540,19,.
chr15,88980246,88985472,25,.
chr15,89000385,89005146,21,.
chr15,89015105,89023738,26,.
chr15,89049420,89054539,12,.
chr15,89123405,89180810,24,.
chr15,89193634,89205046,10,.
chr15,89641010,89645332,9,.
chr15,89661039,89666516,9,.
chr15,89765775,89768723,11,.
chr15,89794637,89796048,4,.
chr15,89811724,89813287,2,.
chr15,89827089,89830951,10,.
chr15,89898233,89902330,18,.
chr15,89974130,89977085,2,.
chr15,90017220,90023210,23,.
chr15,90028906,90040355,20,.
chr15,90057971,90066965,7,.
chr15,90069911,90078070,4,.
chr15,90122644,90130272,26,.
chr15,90136693,90140407,14,.
chr15,90141306,90144468,12,.
chr15,90151215,90155743,7,.
chr15,90157207,90159527,3,.
chr15,90163592,90169346,9,.
chr15,90170525,90180436,21,.
chr15,90203538,90208315,15,.
chr15,90208521,90215946,4,.
chr15,90269835,90273942,2,.
chr15,90312945,90317361,21,.
chr15,90342069,90345383,4,.
chr15,90359863,90365140,25,.
chr15,90366731,90369140,6,.
chr15,90375936,90379617,13,.
chr15,90391386,90409765,25,yes
chr15,90410930,90415981,10,.
chr15,90417942,90424858,11,.
chr15,90457069,90466467,11,.
chr15,90545887,90588902,26,.
chr15,90616225,90621819,2,.
chr15,90659287,90667530,25,.
chr15,90679405,90681836,8,.
chr15,90756703,90759470,2,.
chr15,90767408,90772486,4,.
chr15,90781954,90784102,3,.
chr15,90816872,90820381,7,.
chr15,90829134,90831626,6,.
chr15,90839055,90840248,5,.
chr15,90844719,90845914,2,.
chr15,90859473,90860940,3,.
chr15,90862299,90864533,8,.
chr15,91064233,91066554,6,.
chr15,91115224,91119366,6,.
chr15,91261390,91266648,26,.
chr15,91514710,91518101,2,.
chr15,91525205,91527138,7,.
chr15,91534702,91539021,7,.
chr15,91559140,91564006,15,.
chr15,91624938,91629680,22,.
chr15,91691524,91697985,26,.
chr15,91705143,91707056,2,.
chr15,91780699,91787491,15,.
chr15,91790562,91791561,2,.
chr15,91797872,91805229,24,.
chr15,91821234,91826660,23,.
chr15,91858828,91902590,26,.
chr15,91911973,91933644,20,.
chr15,91945687,91949608,4,.
chr15,91950029,91986369,22,.
chr15,91999949,92016596,23,.
chr15,92017086,92022310,4,.
chr15,92024043,92034885,24,.
chr15,92047749,92054539,5,.
chr15,92055228,92086215,23,.
chr15,92111172,92113714,3,.
chr15,92117202,92121025,2,.
chr15,92140749,92147083,20,.
chr15,92162633,92169545,18,.
chr15,92224294,92225598,2,.
chr15,92283705,92284530,5,.
chr15,92375652,92378987,18,.
chr15,92414144,92417680,14,.
chr15,92457737,92458071,2,.
chr15,92525068,92528693,8,.
chr15,92614211,92626326,21,.
chr15,92680580,92683862,5,.
chr15,92713138,92716178,21,.
chr15,92732704,92735439,23,.
chr15,92796880,92800157,6,.
chr15,92800217,92806667,13,.
chr15,92829265,92835947,26,.
chr15,92843934,92846335,6,.
chr15,92868110,92870889,12,.
chr15,92875738,92879495,4,.
chr15,92920421,92931338,2,.
chr15,92957724,92960792,3,.
chr15,92967306,92970278,3,.
chr15,92972899,92976531,8,.
chr15,92989516,92994869,6,.
chr15,93017167,93031752,25,.
chr15,93035300,93038685,3,.
chr15,93121300,93127969,7,.
chr15,93150178,93155912,11,.
chr15,93211206,93219287,19,.
chr15,93249193,93254717,13,.
chr15,93279783,93280605,3,.
chr15,93415365,93419537,12,.
chr15,93449211,93456733,10,.
chr15,93476896,93481339,7,.
chr15,93483169,93490631,19,.
chr15,93495262,93497560,6,.
chr15,93514061,93517675,13,.
chr15,93564199,93567221,2,.
chr15,93586185,93588639,4,.
chr15,93613039,93616945,12,.
chr15,93662111,93664656,3,.
chr15,93847530,93848160,2,.
chr15,93927471,93932669,9,.
chr15,93940770,93944049,9,.
chr15,93978487,93987587,19,.
chr15,94000106,94005575,9,.
chr15,94073059,94077416,10,.
chr15,94118489,94120905,16,.
chr15,94606234,94609327,6,.
chr15,94669971,94673185,12,.
chr15,94843360,94846756,16,.
chr15,94963800,94970547,15,.
chr15,95016273,95020224,6,.
chr15,95076158,95080604,5,.
chr15,95083865,95089412,10,.
chr15,95160123,95164083,9,.
chr15,95174092,95175324,2,.
chr15,95257877,95271905,9,.
chr15,95273211,95283655,3,.
chr15,95292690,95294150,2,.
chr15,95299587,95307721,23,.
chr15,95362502,95368890,14,.
chr15,95393468,95395509,4,.
chr15,95407618,95419904,10,.
chr15,95437422,95447085,19,.
chr15,95454719,95461591,17,.
chr15,95467354,95480655,19,.
chr15,95497034,95501068,7,.
chr15,95555847,95559810,7,.
chr15,95601464,95607187,18,.
chr15,95612828,95618229,6,.
chr15,95620224,95630190,12,.
chr15,95653175,95671049,15,.
chr15,95757376,95763233,4,.
chr15,95838085,95849763,20,.
chr15,95853998,95860134,16,.
chr15,95877610,95883376,10,.
chr15,95936147,95937753,2,.
chr15,96050614,96055875,21,.
chr15,96157155,96163757,8,.
chr15,96427062,96429717,12,.
chr15,96626577,96629906,3,.
chr15,97459730,97463134,6,.
chr15,97524986,97526904,3,.
chr15,97566891,97568677,2,.
chr15,97690679,97695492,21,.
chr15,97887762,97895500,24,.
chr15,98074409,98078265,13,.
chr15,98367979,98370245,2,.
chr15,98396414,98403098,2,.
chr15,98411574,98421802,3,.
chr15,98428577,98429127,3,.
chr15,98546983,98549315,18,.
chr15,98657152,98680074,22,.
chr15,98680717,98686336,9,.
chr15,98696691,98700903,2,.
chr15,98711458,98733263,4,yes
chr15,98753481,98754828,3,.
chr15,98768539,98793443,20,.
chr15,98795936,98804592,21,.
chr15,98805309,98810506,5,.
chr15,98837893,98862984,24,.
chr15,98863878,98867926,18,.
chr15,98881984,98887163,8,.
chr15,98902028,98912099,15,.
chr15,98926298,98928332,3,.
chr15,98940705,98949404,19,.
chr15,98980001,98984897,9,.
chr15,99014356,99017680,8,.
chr15,99052499,99061057,25,.
chr15,99076375,99076903,2,.
chr15,99111777,99127681,7,.
chr15,99129592,99137389,4,.
chr15,99141008,99146809,4,.
chr15,99147536,99150724,2,.
chr15,99166596,99171429,2,.
chr15,99178549,99186402,24,.
chr15,99207897,99214560,16,.
chr15,99281255,99282985,2,.
chr15,99301224,99308879,23,.
chr15,99323838,99325417,2,.
chr15,99335215,99346201,16,.
chr15,99385317,99387002,3,.
chr15,99400931,99404415,14,.
chr15,99406029,99412603,14,.
chr15,99420816,99428409,25,.
chr15,99432310,99462154,21,.
chr15,99465859,99469096,7,.
chr15,99470180,99480838,26,.
chr15,99483346,99491058,26,.
chr15,99495295,99496827,4,.
chr15,99502233,99514588,25,.
chr15,99534341,99538983,26,.
chr15,99600542,99649881,21,.
chr15,99655438,99698556,23,.
chr15,99798772,99799798,2,.
chr15,99923159,99926477,10,.
chr15,99928436,99930112,23,.
chr15,99979905,99986600,19,.
chr15,100082692,100084368,16,.
chr15,100110126,100117779,11,.
chr15,100124320,100127375,8,.
chr15,100131221,100135236,11,.
chr15,100166742,100169089,8,.
chr15,100214424,100217092,5,.
chr15,100232169,100236355,17,.
chr15,100306937,100312726,12,.
chr15,100467697,100473623,2,.
chr15,100515516,100518056,5,.
chr15,100666798,100669097,9,.
chr15,100680538,100691094,15,.
chr15,100693458,100697823,10,.
chr15,100720400,100724153,17,.
chr15,100899144,100904940,22,.
chr15,100986727,100988102,3,.
chr15,101007416,101008549,2,.
chr15,101038966,101041364,3,.
chr15,101043276,101050724,19,.
chr15,101067148,101072681,22,.
chr15,101087240,101094123,23,.
chr15,101103653,101107103,8,.
chr15,101119199,101130332,24,.
chr15,101147257,101150842,2,.
chr15,101161510,101164565,20,.
