"","clusters"
"GOBP_REGULATION_OF_CELL_CHEMOTAXIS_TO_FIBROBLAST_GROWTH_FACTOR",3296
"GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING",581
"GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION",581
"GOBP_REGULATION_OF_CELL_CYCLE",582
"GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT",3297
"GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION",586
"GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION",587
"GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",588
"GOBP_REGULATION_OF_CELL_CYCLE_PROCESS",582
"GOBP_REGULATION_OF_CELL_DEVELOPMENT",2684
"GOBP_REGULATION_OF_CELL_DIFFERENTIATION",2684
"GOBP_REGULATION_OF_CELL_DIVISION",2685
"GOBP_REGULATION_OF_CELL_FATE_COMMITMENT",3298
"GOBP_REGULATION_OF_CELL_FATE_SPECIFICATION",3298
"GOBP_REGULATION_OF_CELL_GROWTH",600
"GOBP_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT",1974
"GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY",601
"GOBP_REGULATION_OF_CELL_KILLING",2690
"GOBP_REGULATION_OF_CELL_MATRIX_ADHESION",605
"GOBP_REGULATION_OF_CELL_MATURATION",1978
"GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS",608
"GOBP_REGULATION_OF_CELL_MORPHOGENESIS",3299
"GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY",2925
"GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",3300
"GOBP_REGULATION_OF_CELL_PROJECTION_SIZE",3301
"GOBP_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",614
"GOBP_REGULATION_OF_CELL_PROLIFERATION_IN_BONE_MARROW",616
"GOBP_REGULATION_OF_CELL_SHAPE",3299
"GOBP_REGULATION_OF_CELL_SIZE",266
"GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION",605
"GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION",623
"GOBP_REGULATION_OF_CENTRIOLE_REPLICATION",634
"GOBP_REGULATION_OF_CENTROMERE_COMPLEX_ASSEMBLY",3302
"GOBP_REGULATION_OF_CENTROMERIC_SISTER_CHROMATID_COHESION",3303
"GOBP_REGULATION_OF_CENTROSOME_CYCLE",639
"GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION",618
"GOBP_REGULATION_OF_CGMP_MEDIATED_SIGNALING",1985
"GOBP_REGULATION_OF_CHAPERONE_MEDIATED_AUTOPHAGY",659
"GOBP_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY",1988
"GOBP_REGULATION_OF_CHEMOTAXIS",2701
"GOBP_REGULATION_OF_CHLORIDE_TRANSPORT",3304
"GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS",3305
"GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX",673
"GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS",3305
"GOBP_REGULATION_OF_CHOLESTEROL_STORAGE",675
"GOBP_REGULATION_OF_CHONDROCYTE_DEVELOPMENT",3306
"GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION",681
"GOBP_REGULATION_OF_CHROMATIN_BINDING",2703
"GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION",3307
"GOBP_REGULATION_OF_CHROMOSOME_CONDENSATION",1675
"GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION",3308
"GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION",3308
"GOBP_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE",697
"GOBP_REGULATION_OF_CILIUM_ASSEMBLY",3309
"GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY",3310
"GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY_INVOLVED_IN_CILIARY_MOTILITY",3310
"GOBP_REGULATION_OF_CILIUM_DEPENDENT_CELL_MOTILITY",2709
"GOBP_REGULATION_OF_CILIUM_MOVEMENT",3311
"GOBP_REGULATION_OF_CIRCADIAN_RHYTHM",704
"GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP",706
"GOBP_REGULATION_OF_CLATHRIN_DEPENDENT_ENDOCYTOSIS",713
"GOBP_REGULATION_OF_COAGULATION",1997
"GOBP_REGULATION_OF_COA_TRANSFERASE_ACTIVITY",2712
"GOBP_REGULATION_OF_COLLAGEN_FIBRIL_ORGANIZATION",3312
"GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS",723
"GOBP_REGULATION_OF_COLLATERAL_SPROUTING",726
"GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION",2000
"GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY",738
"GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY",1935
"GOBP_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY",740
"GOBP_REGULATION_OF_CONNECTIVE_TISSUE_REPLACEMENT",742
"GOBP_REGULATION_OF_CORE_PROMOTER_BINDING",3313
"GOBP_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION",765
"GOBP_REGULATION_OF_CORTICOTROPIN_SECRETION",768
"GOBP_REGULATION_OF_CORTISOL_BIOSYNTHETIC_PROCESS",2068
"GOBP_REGULATION_OF_CYCLASE_ACTIVITY",36
"GOBP_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY",3314
"GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY",3315
"GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY",2718
"GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS",2718
"GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY",2719
"GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS",3316
"GOBP_REGULATION_OF_CYTOCHROME_C_OXIDASE_ACTIVITY",3317
"GOBP_REGULATION_OF_CYTOKINESIS",2720
"GOBP_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY",2722
"GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION",3318
"GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATIONAL_INITIATION",2723
"GOBP_REGULATION_OF_CYTOPLASMIC_TRANSPORT",3319
"GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION",23
"GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION",3320
"GOBP_REGULATION_OF_DEFENSE_RESPONSE",3321
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM",2727
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_FUNGUS",3262
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS",2012
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST",2728
"GOBP_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY",2013
"GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT",3322
"GOBP_REGULATION_OF_DENDRITE_EXTENSION",822
"GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS",3322
"GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION",824
"GOBP_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS",826
"GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION",2016
"GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT",2731
"GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE",830
"GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS",829
"GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY",2733
"GOBP_REGULATION_OF_DEPHOSPHORYLATION",3323
"GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH",2735
"GOBP_REGULATION_OF_DEVELOPMENT_HETEROCHRONIC",1395
"GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS",2019
"GOBP_REGULATION_OF_DNA_BINDING",2738
"GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY",2739
"GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",896
"GOBP_REGULATION_OF_DNA_CATABOLIC_PROCESS",2023
"GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT",3297
"GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",899
"GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR",2744
"GOBP_REGULATION_OF_DNA_DEMETHYLATION",2745
"GOBP_REGULATION_OF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY",3324
"GOBP_REGULATION_OF_DNA_DUPLEX_UNWINDING",3325
"GOBP_REGULATION_OF_DNA_LIGATION",2746
"GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS",2747
"GOBP_REGULATION_OF_DNA_METHYLATION",3326
"GOBP_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION",2704
"GOBP_REGULATION_OF_DNA_RECOMBINATION",3327
"GOBP_REGULATION_OF_DNA_REPAIR",2749
"GOBP_REGULATION_OF_DNA_REPLICATION",3328
"GOBP_REGULATION_OF_DNA_STRAND_ELONGATION",3329
"GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION",3328
"GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION",914
"GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",920
"GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION",921
"GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS",3330
"GOBP_REGULATION_OF_DNA_TOPOISOMERASE_ATP_HYDROLYZING_ACTIVITY",3331
"GOBP_REGULATION_OF_DOPAMINERGIC_NEURON_DIFFERENTIATION",2752
"GOBP_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY",2753
"GOBP_REGULATION_OF_DOSAGE_COMPENSATION_BY_INACTIVATION_OF_X_CHROMOSOME",934
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR",2749
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION",3327
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING",2754
"GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT",3319
"GOBP_REGULATION_OF_EATING_BEHAVIOR",1924
"GOBP_REGULATION_OF_ELECTRON_TRANSFER_ACTIVITY",3317
"GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT",3332
"GOBP_REGULATION_OF_ENAMEL_MINERALIZATION",2756
"GOBP_REGULATION_OF_ENDOCRINE_PROCESS",974
"GOBP_REGULATION_OF_ENDOCYTIC_RECYCLING",2757
"GOBP_REGULATION_OF_ENDOCYTOSIS",3333
"GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY",2733
"GOBP_REGULATION_OF_ENDODERMAL_CELL_DIFFERENTIATION",3334
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1478
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION",992
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE",2034
"GOBP_REGULATION_OF_ENDOSOME_ORGANIZATION",3335
"GOBP_REGULATION_OF_ENDOSOME_SIZE",3336
"GOBP_REGULATION_OF_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT",3337
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS",1001
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT",2761
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION",2762
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",110
"GOBP_REGULATION_OF_ENDOTHELIAL_TUBE_MORPHOGENESIS",1809
"GOBP_REGULATION_OF_ENTRY_OF_BACTERIUM_INTO_HOST_CELL",1015
"GOBP_REGULATION_OF_EOSINOPHIL_MIGRATION",3338
"GOBP_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY",2038
"GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT",3339
"GOBP_REGULATION_OF_EPINEPHRINE_SECRETION",1028
"GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS",1000
"GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION",2766
"GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",1719
"GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION",110
"GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION",1033
"GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS",1034
"GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",1041
"GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION",2656
"GOBP_REGULATION_OF_ERAD_PATHWAY",2770
"GOBP_REGULATION_OF_ERBB_SIGNALING_PATHWAY",1052
"GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION",2772
"GOBP_REGULATION_OF_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",2773
"GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT",3340
"GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY",1091
"GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION",2774
"GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME",2776
"GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION",2775
"GOBP_REGULATION_OF_ESTABLISHMENT_OF_T_CELL_POLARITY",1072
"GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY",3341
"GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY",3342
"GOBP_REGULATION_OF_EXCRETION",3343
"GOBP_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS",2049
"GOBP_REGULATION_OF_EXIT_FROM_MITOSIS",1105
"GOBP_REGULATION_OF_EXOCYTOSIS",1109
"GOBP_REGULATION_OF_EXOSOMAL_SECRETION",1122
"GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH",266
"GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY",2779
"GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION",1118
"GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY",2780
"GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION",2781
"GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1123
"GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND",2255
"GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",1124
"GOBP_REGULATION_OF_FAS_SIGNALING_PATHWAY",1129
"GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION",3344
"GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS",2054
"GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS",450
"GOBP_REGULATION_OF_FATTY_ACID_OXIDATION",3344
"GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT",2787
"GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION",1145
"GOBP_REGULATION_OF_FAT_CELL_PROLIFERATION",1146
"GOBP_REGULATION_OF_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS",2789
"GOBP_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY",2789
"GOBP_REGULATION_OF_FEAR_RESPONSE",2790
"GOBP_REGULATION_OF_FEEDING_BEHAVIOR",3272
"GOBP_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT",3345
"GOBP_REGULATION_OF_FEMALE_RECEPTIVITY",3346
"GOBP_REGULATION_OF_FERTILIZATION",951
"GOBP_REGULATION_OF_FEVER_GENERATION",1162
"GOBP_REGULATION_OF_FIBRINOLYSIS",1163
"GOBP_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS",1165
"GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",2058
"GOBP_REGULATION_OF_FIBROBLAST_MIGRATION",1168
"GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION",1169
"GOBP_REGULATION_OF_FILOPODIUM_ASSEMBLY",1170
"GOBP_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY",2709
"GOBP_REGULATION_OF_FOCAL_ADHESION_DISASSEMBLY",622
"GOBP_REGULATION_OF_FOREBRAIN_NEURON_DIFFERENTIATION",3347
"GOBP_REGULATION_OF_G2_MI_TRANSITION_OF_MEIOTIC_CELL_CYCLE",1202
"GOBP_REGULATION_OF_GAMMA_AMINOBUTYRIC_ACID_SECRETION",1207
"GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION",2795
"GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_DIFFERENTIATION",2795
"GOBP_REGULATION_OF_GAP_JUNCTION_ASSEMBLY",1214
"GOBP_REGULATION_OF_GASTRIC_ACID_SECRETION",1216
"GOBP_REGULATION_OF_GASTRULATION",2796
"GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",3285
"GOBP_REGULATION_OF_GENE_EXPRESSION_BY_GENOMIC_IMPRINTING",3348
"GOBP_REGULATION_OF_GENE_SILENCING_BY_REGULATORY_NCRNA",2154
"GOBP_REGULATION_OF_GERMINAL_CENTER_FORMATION",1228
"GOBP_REGULATION_OF_GERM_CELL_PROLIFERATION",1230
"GOBP_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS",1235
"GOBP_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION",2441
"GOBP_REGULATION_OF_GLIAL_CELL_MIGRATION",1728
"GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION",1240
"GOBP_REGULATION_OF_GLIOGENESIS",2798
"GOBP_REGULATION_OF_GLOMERULAR_FILTRATION",3349
"GOBP_REGULATION_OF_GLOMERULUS_DEVELOPMENT",2799
"GOBP_REGULATION_OF_GLUCAGON_SECRETION",3350
"GOBP_REGULATION_OF_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS",2068
"GOBP_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS",2068
"GOBP_REGULATION_OF_GLUCOCORTICOID_RECEPTOR_SIGNALING_PATHWAY",766
"GOBP_REGULATION_OF_GLUCOCORTICOID_SECRETION",770
"GOBP_REGULATION_OF_GLUCONEOGENESIS",1807
"GOBP_REGULATION_OF_GLUCOSE_IMPORT",1249
"GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS",3284
"GOBP_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT",1249
"GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_CLUSTERING",138
"GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY",3351
"GOBP_REGULATION_OF_GLUTAMATE_SECRETION",1256
"GOBP_REGULATION_OF_GLUTAMATE_SECRETION_NEUROTRANSMISSION",1257
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",3292
"GOBP_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS",1010
"GOBP_REGULATION_OF_GLYCOGEN_CATABOLIC_PROCESS",2584
"GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS",1010
"GOBP_REGULATION_OF_GLYCOGEN_STARCH_SYNTHASE_ACTIVITY",3352
"GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS",3285
"GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS",2803
"GOBP_REGULATION_OF_GOLGI_ORGANIZATION",3353
"GOBP_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT",2804
"GOBP_REGULATION_OF_GONADOTROPIN_SECRETION",1179
"GOBP_REGULATION_OF_GONAD_DEVELOPMENT",2805
"GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS",2806
"GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION",2807
"GOBP_REGULATION_OF_GROWTH",600
"GOBP_REGULATION_OF_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY",3354
"GOBP_REGULATION_OF_GROWTH_RATE",3355
"GOBP_REGULATION_OF_GTPASE_ACTIVITY",40
"GOBP_REGULATION_OF_GTP_BINDING",3356
"GOBP_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY",2808
"GOBP_REGULATION_OF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY",3356
"GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",2077
"GOBP_REGULATION_OF_HAIR_CYCLE",2810
"GOBP_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT",2810
"GOBP_REGULATION_OF_HEART_CONTRACTION",1312
"GOBP_REGULATION_OF_HEART_GROWTH",1311
"GOBP_REGULATION_OF_HEART_MORPHOGENESIS",3357
"GOBP_REGULATION_OF_HEART_RATE",1312
"GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION",403
"GOBP_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL",3358
"GOBP_REGULATION_OF_HEAT_GENERATION",1162
"GOBP_REGULATION_OF_HELICASE_ACTIVITY",2812
"GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION",1316
"GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION",1317
"GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION",2814
"GOBP_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS",1323
"GOBP_REGULATION_OF_HEMOPOIESIS",2815
"GOBP_REGULATION_OF_HEPATIC_STELLATE_CELL_ACTIVATION",1164
"GOBP_REGULATION_OF_HEPATOCYTE_APOPTOTIC_PROCESS",1329
"GOBP_REGULATION_OF_HEPATOCYTE_PROLIFERATION",1565
"GOBP_REGULATION_OF_HETEROCHROMATIN_ORGANIZATION",2704
"GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION",2816
"GOBP_REGULATION_OF_HEXOKINASE_ACTIVITY",3359
"GOBP_REGULATION_OF_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE",1338
"GOBP_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY",3360
"GOBP_REGULATION_OF_HIPPOCAMPAL_NEURON_APOPTOTIC_PROCESS",1343
"GOBP_REGULATION_OF_HIPPO_SIGNALING",1345
"GOBP_REGULATION_OF_HISTAMINE_SECRETION_BY_MAST_CELL",1347
"GOBP_REGULATION_OF_HISTONE_ACETYLATION",2818
"GOBP_REGULATION_OF_HISTONE_DEACETYLATION",2819
"GOBP_REGULATION_OF_HISTONE_H3_K4_METHYLATION",1351
"GOBP_REGULATION_OF_HISTONE_METHYLATION",1351
"GOBP_REGULATION_OF_HISTONE_MODIFICATION",3361
"GOBP_REGULATION_OF_HOMOPHILIC_CELL_ADHESION",3362
"GOBP_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",3363
"GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS",3364
"GOBP_REGULATION_OF_HORMONE_LEVELS",1363
"GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS",3364
"GOBP_REGULATION_OF_HORMONE_SECRETION",115
"GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE",2823
"GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN",1935
"GOBP_REGULATION_OF_HYALURONAN_BIOSYNTHETIC_PROCESS",1365
"GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS",2825
"GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH",1479
"GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS",2085
"GOBP_REGULATION_OF_HYDROLASE_ACTIVITY",2663
"GOBP_REGULATION_OF_HYPERSENSITIVITY",54
"GOBP_REGULATION_OF_ICOSANOID_SECRETION",2787
"GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",2826
"GOBP_REGULATION_OF_IMMUNE_RESPONSE",2827
"GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",2827
"GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION",2646
"GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY",1386
"GOBP_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY",1390
"GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE",1392
"GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",1393
"GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING",1394
"GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE",42
